Year,Qtr,Area Type,State,Area,Ownership,Industry,Annual Average Status Code,Annual Average Establishment Count,Annual Average Employment,Annual Total Wages,Annual Average Weekly Wage,Annual Average Pay,Employment Location Quotient Relative to U.S.,Total Wage Location Quotient Relative to U.S.
2017,A,County,North Dakota,"Pembina County, North Dakota",Total Covered,"10 Total, all industries",,395,"3,488","158,650,948",875,"45,488",1.00,1.00
2017,A,County,North Dakota,"Pierce County, North Dakota",Total Covered,"10 Total, all industries",,191,"1,772","70,437,434",765,"39,761",1.00,1.00
2017,A,County,North Dakota,"Ramsey County, North Dakota",Total Covered,"10 Total, all industries",,533,"5,785","228,863,963",761,"39,564",1.00,1.00
2017,A,County,North Dakota,"Ransom County, North Dakota",Total Covered,"10 Total, all industries",,255,"2,061","75,367,798",703,"36,566",1.00,1.00
2017,A,County,North Dakota,"Renville County, North Dakota",Total Covered,"10 Total, all industries",,136,725,"29,891,868",793,"41,230",1.00,1.00
2017,A,County,North Dakota,"Richland County, North Dakota",Total Covered,"10 Total, all industries",,625,"7,729","317,113,740",789,"41,032",1.00,1.00
2017,A,County,North Dakota,"Rolette County, North Dakota",Total Covered,"10 Total, all industries",,264,"4,365","168,806,430",744,"38,677",1.00,1.00
2017,A,County,North Dakota,"Sargent County, North Dakota",Total Covered,"10 Total, all industries",,163,"2,990","127,320,772",819,"42,579",1.00,1.00
2017,A,County,North Dakota,"Sheridan County, North Dakota",Total Covered,"10 Total, all industries",,51,235,"6,443,255",526,"27,370",1.00,1.00
2017,A,County,North Dakota,"Sioux County, North Dakota",Total Covered,"10 Total, all industries",,62,"1,610","67,720,844",809,"42,071",1.00,1.00
2017,A,County,North Dakota,"Slope County, North Dakota",Total Covered,"10 Total, all industries",,23,129,"7,198,161","1,071","55,692",1.00,1.00
2017,A,County,North Dakota,"Stark County, North Dakota",Total Covered,"10 Total, all industries",,"1,482","18,713","1,104,034,344","1,135","58,999",1.00,1.00
2017,A,County,North Dakota,"Steele County, North Dakota",Total Covered,"10 Total, all industries",,84,607,"29,595,860",937,"48,731",1.00,1.00
2017,A,County,North Dakota,"Stutsman County, North Dakota",Total Covered,"10 Total, all industries",,851,"11,297","475,906,246",810,"42,125",1.00,1.00
2017,A,County,North Dakota,"Towner County, North Dakota",Total Covered,"10 Total, all industries",,102,730,"27,287,379",719,"37,376",1.00,1.00
2017,A,County,North Dakota,"Traill County, North Dakota",Total Covered,"10 Total, all industries",,373,"3,392","144,606,083",820,"42,626",1.00,1.00
2017,A,County,North Dakota,"Walsh County, North Dakota",Total Covered,"10 Total, all industries",,525,"5,009","194,624,897",747,"38,852",1.00,1.00
2017,A,County,North Dakota,"Ward County, North Dakota",Total Covered,"10 Total, all industries",,"2,437","31,452","1,501,484,381",918,"47,738",1.00,1.00
2017,A,County,North Dakota,"Wells County, North Dakota",Total Covered,"10 Total, all industries",,218,"1,544","52,883,474",659,"34,257",1.00,1.00
2017,A,County,North Dakota,"Williams County, North Dakota",Total Covered,"10 Total, all industries",,"2,108","26,799","1,990,829,041","1,429","74,287",1.00,1.00
2017,A,County,North Dakota,"Unknown Or Undefined, North Dakota",Total Covered,"10 Total, all industries",,763,"2,348","174,639,151","1,430","74,373",1.00,1.00
2017,A,County,Ohio,"Adams County, Ohio",Total Covered,"10 Total, all industries",,586,"6,032","226,314,023",721,"37,517",1.00,1.00
2017,A,County,Ohio,"Allen County, Ohio",Total Covered,"10 Total, all industries",,"2,487","50,931","2,222,882,416",839,"43,645",1.00,1.00
2017,A,County,Ohio,"Ashland County, Ohio",Total Covered,"10 Total, all industries",,"1,140","18,481","708,897,266",738,"38,359",1.00,1.00
2017,A,County,Ohio,"Ashtabula County, Ohio",Total Covered,"10 Total, all industries",,"2,081","30,092","1,107,573,920",708,"36,807",1.00,1.00
2017,A,County,Ohio,"Athens County, Ohio",Total Covered,"10 Total, all industries",,"1,206","21,514","884,400,878",791,"41,108",1.00,1.00
2017,A,County,Ohio,"Auglaize County, Ohio",Total Covered,"10 Total, all industries",,"1,067","21,339","911,643,428",822,"42,721",1.00,1.00
2017,A,County,Ohio,"Belmont County, Ohio",Total Covered,"10 Total, all industries",,"1,643","23,210","934,910,701",775,"40,281",1.00,1.00
2017,A,County,Ohio,"Brown County, Ohio",Total Covered,"10 Total, all industries",,665,"8,125","288,214,796",682,"35,473",1.00,1.00
2017,A,County,Ohio,"Butler County, Ohio",Total Covered,"10 Total, all industries",,"7,827","153,926","7,448,744,129",931,"48,392",1.00,1.00
2017,A,County,Ohio,"Carroll County, Ohio",Total Covered,"10 Total, all industries",,563,"6,685","267,033,644",768,"39,948",1.00,1.00
2017,A,County,Ohio,"Champaign County, Ohio",Total Covered,"10 Total, all industries",,693,"10,733","439,542,470",788,"40,954",1.00,1.00
2017,A,County,Ohio,"Clark County, Ohio",Total Covered,"10 Total, all industries",,"2,540","48,153","1,918,601,133",766,"39,844",1.00,1.00
2017,A,County,Ohio,"Clermont County, Ohio",Total Covered,"10 Total, all industries",,"4,024","58,642","2,507,395,805",822,"42,757",1.00,1.00
2017,A,County,Ohio,"Clinton County, Ohio",Total Covered,"10 Total, all industries",,827,"17,425","777,585,080",858,"44,625",1.00,1.00
2017,A,County,Ohio,"Columbiana County, Ohio",Total Covered,"10 Total, all industries",,"2,131","29,458","1,074,503,449",701,"36,476",1.00,1.00
2017,A,County,Ohio,"Coshocton County, Ohio",Total Covered,"10 Total, all industries",,722,"10,140","379,297,400",719,"37,407",1.00,1.00
2017,A,County,Ohio,"Crawford County, Ohio",Total Covered,"10 Total, all industries",,934,"13,358","501,832,526",722,"37,569",1.00,1.00
2017,A,County,Ohio,"Cuyahoga County, Ohio",Total Covered,"10 Total, all industries",,"35,921","720,084","40,232,187,524","1,074","55,871",1.00,1.00
2017,A,County,Ohio,"Darke County, Ohio",Total Covered,"10 Total, all industries",,"1,218","18,520","730,551,614",759,"39,446",1.00,1.00
2017,A,County,Ohio,"Defiance County, Ohio",Total Covered,"10 Total, all industries",,873,"15,715","670,276,117",820,"42,651",1.00,1.00
2017,A,County,Ohio,"Delaware County, Ohio",Total Covered,"10 Total, all industries",,"5,320","88,120","4,735,700,683","1,033","53,741",1.00,1.00
2017,A,County,Ohio,"Erie County, Ohio",Total Covered,"10 Total, all industries",,"1,981","37,403","1,444,636,637",743,"38,623",1.00,1.00
2017,A,County,Ohio,"Fairfield County, Ohio",Total Covered,"10 Total, all industries",,"2,950","43,697","1,685,394,892",742,"38,570",1.00,1.00
2017,A,County,Ohio,"Fayette County, Ohio",Total Covered,"10 Total, all industries",,666,"11,733","398,997,284",654,"34,006",1.00,1.00
2017,A,County,Ohio,"Franklin County, Ohio",Total Covered,"10 Total, all industries",,"32,097","749,025","40,943,495,262","1,051","54,662",1.00,1.00
2017,A,County,Ohio,"Fulton County, Ohio",Total Covered,"10 Total, all industries",,"1,076","18,633","755,547,235",780,"40,549",1.00,1.00
2017,A,County,Ohio,"Gallia County, Ohio",Total Covered,"10 Total, all industries",,707,"11,093","396,618,280",688,"35,755",1.00,1.00
2017,A,County,Ohio,"Geauga County, Ohio",Total Covered,"10 Total, all industries",,"2,920","34,753","1,442,920,181",798,"41,519",1.00,1.00
2017,A,County,Ohio,"Greene County, Ohio",Total Covered,"10 Total, all industries",,"3,546","74,204","3,981,624,986","1,032","53,658",1.00,1.00
2017,A,County,Ohio,"Guernsey County, Ohio",Total Covered,"10 Total, all industries",,951,"15,309","615,301,040",773,"40,191",1.00,1.00
2017,A,County,Ohio,"Hamilton County, Ohio",Total Covered,"10 Total, all industries",,"23,877","515,161","30,321,396,405","1,132","58,858",1.00,1.00
2017,A,County,Ohio,"Hancock County, Ohio",Total Covered,"10 Total, all industries",,"1,812","45,734","2,254,004,462",948,"49,285",1.00,1.00
2017,A,County,Ohio,"Hardin County, Ohio",Total Covered,"10 Total, all industries",,516,"8,369","299,842,826",689,"35,827",1.00,1.00
2017,A,County,Ohio,"Harrison County, Ohio",Total Covered,"10 Total, all industries",,350,"3,997","183,131,749",881,"45,813",1.00,1.00
2017,A,County,Ohio,"Henry County, Ohio",Total Covered,"10 Total, all industries",,663,"11,140","455,120,566",786,"40,855",1.00,1.00
2017,A,County,Ohio,"Highland County, Ohio",Total Covered,"10 Total, all industries",,768,"10,461","357,736,651",658,"34,197",1.00,1.00
2017,A,County,Ohio,"Hocking County, Ohio",Total Covered,"10 Total, all industries",,540,"6,766","219,187,157",623,"32,395",1.00,1.00
2017,A,County,Ohio,"Holmes County, Ohio",Total Covered,"10 Total, all industries",,"1,387","19,438","735,231,908",727,"37,825",1.00,1.00
2017,A,County,Ohio,"Huron County, Ohio",Total Covered,"10 Total, all industries",,"1,291","21,032","846,253,455",774,"40,236",1.00,1.00
2017,A,County,Ohio,"Jackson County, Ohio",Total Covered,"10 Total, all industries",,719,"10,232","358,364,737",674,"35,022",1.00,1.00
2017,A,County,Ohio,"Jefferson County, Ohio",Total Covered,"10 Total, all industries",,"1,417","20,308","817,301,960",774,"40,245",1.00,1.00
2017,A,County,Ohio,"Knox County, Ohio",Total Covered,"10 Total, all industries",,"1,184","20,161","832,822,754",794,"41,308",1.00,1.00
2017,A,County,Ohio,"Lake County, Ohio",Total Covered,"10 Total, all industries",,"6,291","95,143","4,236,012,128",856,"44,523",1.00,1.00
2017,A,County,Ohio,"Lawrence County, Ohio",Total Covered,"10 Total, all industries",,947,"12,616","430,232,350",656,"34,101",1.00,1.00
2017,A,County,Ohio,"Licking County, Ohio",Total Covered,"10 Total, all industries",,"3,367","56,229","2,292,177,739",784,"40,765",1.00,1.00
2017,A,County,Ohio,"Logan County, Ohio",Total Covered,"10 Total, all industries",,937,"19,976","878,467,380",846,"43,975",1.00,1.00
2017,A,County,Ohio,"Lorain County, Ohio",Total Covered,"10 Total, all industries",,"6,209","98,049","4,121,883,910",808,"42,039",1.00,1.00
2017,A,County,Ohio,"Lucas County, Ohio",Total Covered,"10 Total, all industries",,"10,164","206,670","9,686,767,384",901,"46,871",1.00,1.00
2017,A,County,Ohio,"Madison County, Ohio",Total Covered,"10 Total, all industries",,837,"17,497","732,739,157",805,"41,877",1.00,1.00
2017,A,County,Ohio,"Mahoning County, Ohio",Total Covered,"10 Total, all industries",,"5,890","96,556","3,711,743,066",739,"38,441",1.00,1.00
2017,A,County,Ohio,"Marion County, Ohio",Total Covered,"10 Total, all industries",,"1,234","24,252","987,590,268",783,"40,723",1.00,1.00
2017,A,County,Ohio,"Medina County, Ohio",Total Covered,"10 Total, all industries",,"4,530","60,639","2,551,716,526",809,"42,081",1.00,1.00
2017,A,County,Ohio,"Meigs County, Ohio",Total Covered,"10 Total, all industries",,344,"3,532","108,941,701",593,"30,841",1.00,1.00
2017,A,County,Ohio,"Mercer County, Ohio",Total Covered,"10 Total, all industries",,"1,087","20,044","785,115,990",753,"39,170",1.00,1.00
2017,A,County,Ohio,"Miami County, Ohio",Total Covered,"10 Total, all industries",,"2,305","40,658","1,689,836,719",799,"41,562",1.00,1.00
2017,A,County,Ohio,"Monroe County, Ohio",Total Covered,"10 Total, all industries",,351,"2,713","89,305,382",633,"32,915",1.00,1.00
2017,A,County,Ohio,"Montgomery County, Ohio",Total Covered,"10 Total, all industries",,"11,873","254,680","11,759,927,848",888,"46,175",1.00,1.00
2017,A,County,Ohio,"Morgan County, Ohio",Total Covered,"10 Total, all industries",,215,"2,666","97,112,613",701,"36,432",1.00,1.00
2017,A,County,Ohio,"Morrow County, Ohio",Total Covered,"10 Total, all industries",,457,"5,204","183,545,805",678,"35,268",1.00,1.00
2017,A,County,Ohio,"Muskingum County, Ohio",Total Covered,"10 Total, all industries",,"1,838","33,391","1,296,099,540",746,"38,816",1.00,1.00
2017,A,County,Ohio,"Noble County, Ohio",Total Covered,"10 Total, all industries",,275,"3,005","114,422,693",732,"38,075",1.00,1.00
2017,A,County,Ohio,"Ottawa County, Ohio",Total Covered,"10 Total, all industries",,"1,126","13,772","563,291,734",787,"40,900",1.00,1.00
2017,A,County,Ohio,"Paulding County, Ohio",Total Covered,"10 Total, all industries",,395,"4,885","172,776,053",680,"35,372",1.00,1.00
2017,A,County,Ohio,"Perry County, Ohio",Total Covered,"10 Total, all industries",,540,"6,015","230,325,552",736,"38,293",1.00,1.00
2017,A,County,Ohio,"Pickaway County, Ohio",Total Covered,"10 Total, all industries",,907,"13,646","600,520,326",846,"44,006",1.00,1.00
2017,A,County,Ohio,"Pike County, Ohio",Total Covered,"10 Total, all industries",,521,"9,725","465,259,817",920,"47,841",1.00,1.00
2017,A,County,Ohio,"Portage County, Ohio",Total Covered,"10 Total, all industries",,"3,320","54,507","2,377,960,724",839,"43,627",1.00,1.00
2017,A,County,Ohio,"Preble County, Ohio",Total Covered,"10 Total, all industries",,749,"10,802","390,219,062",695,"36,125",1.00,1.00
2017,A,County,Ohio,"Putnam County, Ohio",Total Covered,"10 Total, all industries",,807,"11,759","437,960,262",716,"37,246",1.00,1.00
2017,A,County,Ohio,"Richland County, Ohio",Total Covered,"10 Total, all industries",,"2,735","50,121","1,908,879,183",732,"38,086",1.00,1.00
2017,A,County,Ohio,"Ross County, Ohio",Total Covered,"10 Total, all industries",,"1,372","28,146","1,225,084,665",837,"43,526",1.00,1.00
2017,A,County,Ohio,"Sandusky County, Ohio",Total Covered,"10 Total, all industries",,"1,395","26,256","1,049,763,151",769,"39,982",1.00,1.00
2017,A,County,Ohio,"Scioto County, Ohio",Total Covered,"10 Total, all industries",,"1,429","23,724","875,523,688",710,"36,905",1.00,1.00
2017,A,County,Ohio,"Seneca County, Ohio",Total Covered,"10 Total, all industries",,"1,159","19,360","700,395,347",696,"36,177",1.00,1.00
2017,A,County,Ohio,"Shelby County, Ohio",Total Covered,"10 Total, all industries",,"1,029","27,172","1,340,726,434",949,"49,343",1.00,1.00
2017,A,County,Ohio,"Stark County, Ohio",Total Covered,"10 Total, all industries",,"8,570","159,282","6,511,105,024",786,"40,878",1.00,1.00
2017,A,County,Ohio,"Summit County, Ohio",Total Covered,"10 Total, all industries",,"14,321","266,989","12,864,802,859",927,"48,185",1.00,1.00
2017,A,County,Ohio,"Trumbull County, Ohio",Total Covered,"10 Total, all industries",,"4,286","66,926","2,671,292,556",768,"39,914",1.00,1.00
2017,A,County,Ohio,"Tuscarawas County, Ohio",Total Covered,"10 Total, all industries",,"2,316","37,029","1,477,274,914",767,"39,895",1.00,1.00
2017,A,County,Ohio,"Union County, Ohio",Total Covered,"10 Total, all industries",,"1,273","32,978","1,929,777,254","1,125","58,517",1.00,1.00
2017,A,County,Ohio,"Van Wert County, Ohio",Total Covered,"10 Total, all industries",,629,"11,075","415,791,333",722,"37,542",1.00,1.00
2017,A,County,Ohio,"Vinton County, Ohio",Total Covered,"10 Total, all industries",,205,"2,204","77,789,729",679,"35,291",1.00,1.00
2017,A,County,Ohio,"Warren County, Ohio",Total Covered,"10 Total, all industries",,"4,914","91,785","4,549,013,768",953,"49,562",1.00,1.00
2017,A,County,Ohio,"Washington County, Ohio",Total Covered,"10 Total, all industries",,"1,645","25,031","1,128,305,757",867,"45,076",1.00,1.00
2017,A,County,Ohio,"Wayne County, Ohio",Total Covered,"10 Total, all industries",,"2,721","48,118","2,130,079,390",851,"44,268",1.00,1.00
2017,A,County,Ohio,"Williams County, Ohio",Total Covered,"10 Total, all industries",,892,"17,353","677,835,532",751,"39,061",1.00,1.00
2017,A,County,Ohio,"Wood County, Ohio",Total Covered,"10 Total, all industries",,"3,024","66,704","2,943,002,415",848,"44,121",1.00,1.00
2017,A,County,Ohio,"Wyandot County, Ohio",Total Covered,"10 Total, all industries",,584,"9,212","380,646,857",795,"41,322",1.00,1.00
2017,A,County,Ohio,"Unknown Or Undefined, Ohio",Total Covered,"10 Total, all industries",,"18,131","117,198","9,526,957,963","1,563","81,289",1.00,1.00
